Scenario,Category,CategoryID,GO,Description,LogP,Log(q-value),FDR,Count,HitListN,GeneRatio,Hits,SourceFile
Full,GO Biological Processes,19,GO:0048880,sensory system development,-4.2,-2.9,0.05502322005640723,7,116,0.0603448275862069,ACVR2B|FBN1|FBN2|EFEMP1|SMARCA4|VEGFA|CHD7,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04914,Progesterone-mediated oocyte maturation,-4.2,-2.9,0.05502322005640723,5,116,0.04310344827586207,PIK3CA|PIK3R2|MAPK1|MAP2K1|RAF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04350,TGF-beta signaling pathway,-4.2,-2.9,0.05502322005640723,5,116,0.04310344827586207,ACVR2B|FBN1|SMAD4|MAPK1|TGFBR1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0032355,response to estradiol,-4.2,-2.9,0.05502322005640723,5,116,0.04310344827586207,CASP8|CTNNB1|ESR1|GPX1|IL10,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0097485,neuron projection guidance,-4.2,-2.9,0.05502322005640723,6,116,0.05172413793103448,APP|CSF1R|EDN1|NOTCH1|PTK2|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0002263,cell activation involved in immune response,-4.2,-2.9,0.05502322005640723,6,116,0.05172413793103448,APP|MTOR|GNAQ|GRN|IL6|IL10,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0005975,carbohydrate metabolic process,-4.2,-2.9,0.05502322005640723,8,116,0.06896551724137931,FBN1|FBN2|GUSB|IDH2|KCNQ1|SLC2A2|UGP2|B4GALT7,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0001954,positive regulation of cell-matrix adhesion,-4.2,-2.9,0.05502322005640723,4,116,0.034482758620689655,KDR|PTK2|TSC1|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0010874,regulation of cholesterol efflux,-4.2,-2.9,0.05502322005640723,4,116,0.034482758620689655,APOA1|APOE|CAV1|PPARG,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0014002,astrocyte development,-4.2,-2.9,0.05502322005640723,3,116,0.02586206896551724,APP|GRN|MAPT,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0034104,negative regulation of tissue remodeling,-4.2,-2.9,0.05502322005640723,3,116,0.02586206896551724,IL6|PPARG|TNFAIP3,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0034375,high-density lipoprotein particle remodeling,-4.2,-2.9,0.05502322005640723,3,116,0.02586206896551724,APOA1|APOA2|APOE,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0001676,long-chain fatty acid metabolic process,-4.2,-2.9,0.05502322005640723,5,116,0.04310344827586207,ALOX5|GPX1|PTGS2|SIGMAR1|ACOT2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:1901796,regulation of signal transduction by p53 class mediator,-4.2,-2.9,0.05502322005640723,5,116,0.04310344827586207,AARS1|DYRK1A|MTOR|SMARCA4|KAT6A,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0048871,multicellular organismal-level homeostasis,-4.2,-2.9,0.05502322005640723,9,116,0.07758620689655173,ACTB|GJA1|IL6|KCNQ1|NOTCH1|TNFAIP3|VEGFA|SQSTM1|NPHP3,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:1903037,regulation of leukocyte cell-cell adhesion,-4.2,-2.9,0.05502322005640723,8,116,0.06896551724137931,ACTB|ALOX5|CAV1|MTOR|IL6|IL10|PTPN11|SMARCA4,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0042093,T-helper cell differentiation,-4.2,-2.9,0.05502322005640723,4,116,0.034482758620689655,MTOR|IL6|IL10|TBK1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0070542,response to fatty acid,-4.2,-2.9,0.05502322005640723,4,116,0.034482758620689655,CPS1|EDN1|IRS1|PIK3CA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0003208,cardiac ventricle morphogenesis,-4.2,-2.9,0.05502322005640723,4,116,0.034482758620689655,ENG|SMAD4|NOTCH1|TGFBR1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0032651,regulation of interleukin-1 beta production,-4.1,-2.9,0.05502322005640723,5,116,0.04310344827586207,APOA1|APP|CASP8|IL6|TNFAIP3,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0010821,regulation of mitochondrion organization,-4.1,-2.9,0.05502322005640723,5,116,0.04310344827586207,GPX1|KDR|MAPT|PPARG|SQSTM1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04923,Regulation of lipolysis in adipocytes,-4.1,-2.9,0.05502322005640723,4,116,0.034482758620689655,IRS1|PIK3CA|PIK3R2|PTGS2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0009895,negative regulation of catabolic process,-4.1,-2.9,0.05502322005640723,8,116,0.06896551724137931,APOA2|MTOR|IL10|SMAD4|MET|PIK3CA|TSC1|TSC2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0061437,renal system vasculature development,-4.1,-2.9,0.05502322005640723,3,116,0.02586206896551724,EDN1|NOTCH1|PKD2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0038128,ERBB2 signaling pathway,-4.1,-2.9,0.05502322005640723,3,116,0.02586206896551724,MAPK1|MAP2K1|RAF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0061440,kidney vasculature development,-4.1,-2.9,0.05502322005640723,3,116,0.02586206896551724,EDN1|NOTCH1|PKD2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0051145,smooth muscle cell differentiation,-4.1,-2.9,0.05502322005640723,3,116,0.02586206896551724,ENG|NOTCH1|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0003272,endocardial cushion formation,-4.1,-2.9,0.05502322005640723,3,116,0.02586206896551724,ENG|SMAD4|NOTCH1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0038084,vascular endothelial growth factor signaling pathway,-4.1,-2.9,0.05502322005640723,3,116,0.02586206896551724,KDR|PIK3CA|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:1903376,regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,-4.1,-2.9,0.05502322005640723,3,116,0.02586206896551724,CTNNB1|IL10|NONO,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0061037,negative regulation of cartilage development,-4.1,-2.9,0.05502322005640723,3,116,0.02586206896551724,EFEMP1|PTPN11|TGFBR1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0045087,innate immune response,-4.1,-2.8,0.06081006262521797,10,116,0.08620689655172414,ADAR|APP|CSF1R|EDN1|F12|CFH|PPARG|RAF1|TBK1|NCF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0019229,regulation of vasoconstriction,-4.1,-2.8,0.06081006262521797,4,116,0.034482758620689655,CAV1|ACE|EDN1|MAP2K1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04621,NOD-like receptor signaling pathway,-4.1,-2.8,0.06081006262521797,6,116,0.05172413793103448,CASP8|IL6|MAPK1|TNFAIP3|MFN2|TBK1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0042752,regulation of circadian rhythm,-4.1,-2.8,0.06081006262521797,5,116,0.04310344827586207,MTOR|GNA11|GNAQ|NONO|PPARG,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0046683,response to organophosphorus,-4.1,-2.8,0.06081006262521797,5,116,0.04310344827586207,APP|CPS1|FBN1|KCNQ1|PKD2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0019369,arachidonate metabolic process,-4.1,-2.8,0.06081006262521797,4,116,0.034482758620689655,ALOX5|GPX1|PTGS2|SIGMAR1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0030514,negative regulation of BMP signaling pathway,-4.1,-2.8,0.06081006262521797,4,116,0.034482758620689655,CAV1|FBN1|NOTCH1|PPARG,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0050772,positive regulation of axonogenesis,-4.1,-2.8,0.06081006262521797,4,116,0.034482758620689655,LIMK1|MAPT|VEGFA|ADNP,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0030509,BMP signaling pathway,-4.1,-2.8,0.06081006262521797,4,116,0.034482758620689655,ACVR2B|ENG|SMAD4|PPARG,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0002253,activation of immune response,-4.1,-2.8,0.06081006262521797,8,116,0.06896551724137931,CFH|LIMK1|NONO|PIK3CA|PTK2|TNFAIP3|MATR3|TBK1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0060324,face development,-4.1,-2.8,0.06081006262521797,3,116,0.02586206896551724,PTPN11|ANKRD11|CHD7,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0016241,regulation of macroautophagy,-4,-2.8,0.06081006262521797,6,116,0.05172413793103448,MTOR|KDR|PIK3CA|TSC1|TSC2|TBK1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0043525,positive regulation of neuron apoptotic process,-4,-2.8,0.06081006262521797,4,116,0.034482758620689655,APP|CASP8|CTNNB1|GRN,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",-4,-2.8,0.06081006262521797,4,116,0.034482758620689655,MTOR|IL6|IL10|TBK1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0048167,regulation of synaptic plasticity,-4,-2.8,0.06081006262521797,6,116,0.05172413793103448,APOE|APP|CTNNB1|ACE|MAPT|SQSTM1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0007409,axonogenesis,-4,-2.8,0.06081006262521797,7,116,0.0603448275862069,ACTB|APP|CSF1R|EDN1|NOTCH1|PTK2|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0090288,negative regulation of cellular response to growth factor stimulus,-4,-2.8,0.06081006262521797,5,116,0.04310344827586207,CAV1|FBN1|NOTCH1|PPARG|EMILIN1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0090205,positive regulation of cholesterol metabolic process,-4,-2.8,0.06081006262521797,3,116,0.02586206896551724,APOA1|APOE|MAPK1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0033344,cholesterol efflux,-4,-2.8,0.06081006262521797,3,116,0.02586206896551724,APOA1|APOA2|APOE,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0061384,heart trabecula morphogenesis,-4,-2.8,0.06081006262521797,3,116,0.02586206896551724,ENG|NOTCH1|TGFBR1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0051338,regulation of transferase activity,-4,-2.7,0.06720551273974976,7,116,0.0603448275862069,ADAR|CSF1R|FGFR1|MTOR|PIK3CA|MAP2K1|MAP2K2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0001952,regulation of cell-matrix adhesion,-4,-2.7,0.06720551273974976,5,116,0.04310344827586207,KDR|SERPINE1|PTK2|TSC1|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0045598,regulation of fat cell differentiation,-4,-2.7,0.06720551273974976,5,116,0.04310344827586207,ALOX5|IL6|PPARG|PTGS2|EHMT1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0050866,negative regulation of cell activation,-4,-2.7,0.06720551273974976,6,116,0.05172413793103448,APOE|GRN|IL10|PTPN11|TNFAIP3|EMILIN1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0090109,regulation of cell-substrate junction assembly,-4,-2.7,0.06720551273974976,4,116,0.034482758620689655,KDR|PTK2|TSC1|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0051893,regulation of focal adhesion assembly,-4,-2.7,0.06720551273974976,4,116,0.034482758620689655,KDR|PTK2|TSC1|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0010827,regulation of D-glucose transmembrane transport,-4,-2.7,0.06720551273974976,4,116,0.034482758620689655,CTNND1|IRS1|PTPN11|CAPN10,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0014823,response to activity,-4,-2.7,0.06720551273974976,4,116,0.034482758620689655,EDN1|IL6|IL10|PIK3CA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0009749,response to glucose,-4,-2.7,0.06720551273974976,5,116,0.04310344827586207,APOA2|GPX1|SMAD4|NR0B2|NCF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0051043,regulation of membrane protein ectodomain proteolysis,-3.9,-2.7,0.06720551273974976,3,116,0.02586206896551724,APOE|APP|IL10,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0008406,gonad development,-3.9,-2.7,0.06720551273974976,5,116,0.04310344827586207,ACE|GJA1|SMAD4|NOTCH1|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0055001,muscle cell development,-3.9,-2.7,0.06720551273974976,5,116,0.04310344827586207,ACTC1|ENG|NOTCH1|SLC8A1|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0050709,negative regulation of protein secretion,-3.9,-2.7,0.06720551273974976,4,116,0.034482758620689655,APOE|DRD3|IDH2|IRS1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0051251,positive regulation of lymphocyte activation,-3.9,-2.7,0.06720551273974976,7,116,0.0603448275862069,ACTB|CAV1|MTOR|IL6|IL10|PTPN11|SMARCA4,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa05202,Transcriptional misregulation in cancer,-3.9,-2.7,0.06720551273974976,6,116,0.05172413793103448,CSF1R|IL6|MET|PPARG|PTK2|NSD2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa04611,Platelet activation,-3.9,-2.7,0.06720551273974976,5,116,0.04310344827586207,ACTB|GNAQ|PIK3CA|PIK3R2|MAPK1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:1905953,negative regulation of lipid localization,-3.9,-2.7,0.06720551273974976,4,116,0.034482758620689655,APOA2|APOE|IL6|PPARG,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0046626,regulation of insulin receptor signaling pathway,-3.9,-2.7,0.06720551273974976,4,116,0.034482758620689655,MTOR|IRS1|PTPN11|TSC2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0003170,heart valve development,-3.9,-2.7,0.06720551273974976,4,116,0.034482758620689655,SMAD4|NOTCH1|MATR3|EMILIN1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:1900076,regulation of cellular response to insulin stimulus,-3.9,-2.7,0.06720551273974976,4,116,0.034482758620689655,MTOR|IRS1|PPARG|PTPN11,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0034762,regulation of transmembrane transport,-3.9,-2.7,0.06720551273974976,8,116,0.06896551724137931,CAV1|CTNND1|EDN1|IRS1|KCNQ1|PTPN11|SLC8A1|CAPN10,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:1904358,positive regulation of telomere maintenance via telomere lengthening,-3.9,-2.7,0.06720551273974976,3,116,0.02586206896551724,CTNNB1|HNRNPA1|HNRNPA2B1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0010758,regulation of macrophage chemotaxis,-3.9,-2.7,0.06720551273974976,3,116,0.02586206896551724,CSF1R|MAPK1|PTK2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0002719,negative regulation of cytokine production involved in immune response,-3.9,-2.7,0.06720551273974976,3,116,0.02586206896551724,APOA1|APOA2|IL10,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:1905523,positive regulation of macrophage migration,-3.9,-2.7,0.06720551273974976,3,116,0.02586206896551724,CSF1R|MAPK1|PTK2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0048048,embryonic eye morphogenesis,-3.9,-2.7,0.06720551273974976,3,116,0.02586206896551724,FBN1|FBN2|EFEMP1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0030194,positive regulation of blood coagulation,-3.9,-2.7,0.06720551273974976,3,116,0.02586206896551724,F12|SERPINE1|EMILIN1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:1900048,positive regulation of hemostasis,-3.9,-2.7,0.06720551273974976,3,116,0.02586206896551724,F12|SERPINE1|EMILIN1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0045137,development of primary sexual characteristics,-3.9,-2.7,0.06720551273974976,5,116,0.04310344827586207,ACE|GJA1|SMAD4|NOTCH1|VEGFA,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0048863,stem cell differentiation,-3.9,-2.7,0.06720551273974976,5,116,0.04310344827586207,CTNNB1|ACE|EDN1|ESR1|NOTCH1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0008016,regulation of heart contraction,-3.9,-2.7,0.06720551273974976,6,116,0.05172413793103448,CAV1|ACE|EDN1|GJA1|KCNQ1|SLC8A1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0035710,"CD4-positive, alpha-beta T cell activation",-3.9,-2.6,0.07427357821433388,4,116,0.034482758620689655,MTOR|IL6|IL10|TBK1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa05169,Epstein-Barr virus infection,-3.9,-2.6,0.07427357821433388,6,116,0.05172413793103448,CASP8|IL6|PIK3CA|PIK3R2|TNFAIP3|TBK1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,KEGG Pathway,24,hsa05203,Viral carcinogenesis,-3.9,-2.6,0.07427357821433388,6,116,0.05172413793103448,CASP8|CHD4|HRAS|PIK3CA|PIK3R2|MAPK1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0002252,immune effector process,-3.9,-2.6,0.07427357821433388,8,116,0.06896551724137931,APP|ACE|MTOR|GNAQ|GRN|CFH|IL6|IL10,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0046649,lymphocyte activation,-3.9,-2.6,0.07427357821433388,8,116,0.06896551724137931,CASP8|MTOR|GJA1|IL6|IL10|PIK3R2|TBK1|CHD7,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0098771,inorganic ion homeostasis,-3.9,-2.6,0.07427357821433388,8,116,0.06896551724137931,ACVR2B|APP|CAV1|DRD3|EDN1|KCNQ1|SMAD4|SLC8A1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0032206,positive regulation of telomere maintenance,-3.9,-2.6,0.07427357821433388,4,116,0.034482758620689655,CTNNB1|HNRNPA1|HNRNPA2B1|MAPK1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:1902473,regulation of protein localization to synapse,-3.8,-2.6,0.07427357821433388,3,116,0.02586206896551724,HRAS|MAPT|MAP2K1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0090130,tissue migration,-3.8,-2.6,0.07427357821433388,3,116,0.02586206896551724,ACTC1|SMAD4|ZEB2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:1903054,negative regulation of extracellular matrix organization,-3.8,-2.6,0.07427357821433388,3,116,0.02586206896551724,NOTCH1|PPARG|EMILIN1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0050680,negative regulation of epithelial cell proliferation,-3.8,-2.6,0.07427357821433388,5,116,0.04310344827586207,ALOX5|APOE|CAV1|ENG|PPARG,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0007623,circadian rhythm,-3.8,-2.6,0.07427357821433388,5,116,0.04310344827586207,DRD3|DYRK1A|MTTP|NONO|NR0B2,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0009746,response to hexose,-3.8,-2.6,0.07427357821433388,5,116,0.04310344827586207,APOA2|GPX1|SMAD4|NR0B2|NCF1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0060341,regulation of cellular localization,-3.8,-2.6,0.07427357821433388,9,116,0.07758620689655173,CAV1|HRAS|PIK3CA|PIK3R2|MAPK1|MAP2K1|MAP2K2|SLC2A2|SQSTM1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
Full,GO Biological Processes,19,GO:0030500,regulation of bone mineralization,-3.8,-2.6,0.07427357821433388,4,116,0.034482758620689655,ACVR2B|ALOX5|FBN2|SLC8A1,results/metascape/t_e1w6klz/Enrichment_GO/GO_AllLists.csv
